50, Self-emp-not-inc,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
35, Private,10, Never-married, Sales, White, Male, United-States, <=50K
41, Private,14, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
19, Private,10, Never-married, Sales, White, Female, United-States, <=50K
55, Self-emp-not-inc,9, Married-civ-spouse, Sales, White, Male, United-States, <=50K
42, Self-emp-not-inc,13, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
45, Private,10, Divorced, Transport-moving, White, Male, United-States, <=50K
29, Private,13, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
42, Self-emp-not-inc,16, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
65, Private,9, Divorced, Sales, White, Female, United-States, <=50K
30, Private,12, Never-married, Other-service, Asian-Pac-Islander, Male, Vietnam, <=50K
43, Private,10, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
61, Private,4, Married-civ-spouse, Machine-op-inspct, White, Male, Italy, <=50K
22, Private,10, Never-married, Other-service, White, Female, United-States, <=50K
23, Private,7, Separated, Other-service, White, Female, United-States, <=50K
34, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
51, Private,9, Widowed, Prof-specialty, White, Female, United-States, <=50K
21, Private,10, Never-married, Adm-clerical, White, Female, United-States, <=50K
31, Private,12, Never-married, Prof-specialty, Asian-Pac-Islander, Male, United-States, <=50K
34, Private,12, Never-married, Adm-clerical, White, Female, United-States, <=50K
33, Federal-gov,10, Married-civ-spouse, Exec-managerial, Black, Female, United-States, >50K
32, Private,14, Separated, Exec-managerial, White, Male, United-States, >50K
44, Private,7, Married-civ-spouse, Sales, White, Male, United-States, >50K
21, State-gov,10, Never-married, Other-service, Black, Male, United-States, <=50K
75, Local-gov,9, Divorced, Adm-clerical, White, Female, United-States, <=50K
55, Federal-gov,14, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, United-States, >50K
43, Self-emp-not-inc,9, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
31, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
41, Private,10, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
26, Local-gov,14, Never-married, Prof-specialty, White, Male, United-States, <=50K
23, Private,11, Never-married, Craft-repair, Black, Female, United-States, <=50K
42, Federal-gov,9, Divorced, Adm-clerical, Black, Female, United-States, <=50K
29, Private,9, Never-married, Adm-clerical, White, Female, United-States, <=50K
21, Private,9, Never-married, Adm-clerical, White, Male, United-States, <=50K
28, Private,13, Never-married, Exec-managerial, White, Male, United-States, <=50K
64, ?,9, Married-civ-spouse, ?, White, Male, United-States, <=50K
35, Federal-gov,10, Never-married, Other-service, Black, Female, United-States, <=50K
65, Private,13, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
34, Private,13, Never-married, Prof-specialty, White, Male, France, <=50K
58, Private,13, Divorced, Sales, White, Male, United-States, <=50K
63, ?,15, Married-civ-spouse, ?, White, Male, United-States, >50K
50, Private,13, Married-civ-spouse, Sales, White, Male, ?, >50K
59, Private,9, Divorced, Other-service, White, Female, United-States, <=50K
46, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
30, Private,11, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
28, Private,13, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
51, ?,3, Married-civ-spouse, ?, Black, Male, United-States, <=50K
47, Private,14, Divorced, Sales, White, Male, United-States, >50K
30, Private,13, Divorced, Sales, White, Male, United-States, >50K
34, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
51, State-gov,10, Divorced, Prof-specialty, White, Female, United-States, <=50K
41, Private,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
57, Private,10, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
28, Self-emp-not-inc,11, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
62, Local-gov,9, Widowed, Other-service, White, Female, United-States, <=50K
22, State-gov,10, Never-married, Tech-support, White, Male, United-States, <=50K
38, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
34, ?,7, Never-married, ?, White, Male, United-States, <=50K
45, Local-gov,9, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
37, Private,12, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
21, Private,9, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
49, Private,9, Never-married, Craft-repair, Black, Male, United-States, <=50K
24, Private,9, Never-married, Other-service, Black, Male, United-States, <=50K
47, Private,13, Divorced, Exec-managerial, White, Male, United-States, >50K
20, Federal-gov,10, Never-married, Tech-support, White, Female, United-States, <=50K
27, Private,15, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
40, Private,9, Separated, Other-service, White, Female, United-States, <=50K
19, ?,10, Never-married, ?, White, Female, United-States, <=50K
31, Local-gov,13, Divorced, Prof-specialty, White, Female, United-States, <=50K
43, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
48, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
64, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male, United-States, >50K
39, Private,9, Separated, Craft-repair, White, Male, United-States, <=50K
50, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
52, Private,11, Divorced, Other-service, White, Female, United-States, <=50K
44, Private,14, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
50, ?,9, Married-civ-spouse, ?, White, Male, United-States, >50K
54, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
17, Self-emp-not-inc,6, Never-married, Farming-fishing, White, Male, United-States, <=50K
33, Federal-gov,9, Married-civ-spouse, Adm-clerical, Black, Male, United-States, <=50K
28, Private,6, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
39, Self-emp-not-inc,13, Married-civ-spouse, Sales, White, Male, United-States, <=50K
33, Private,11, Never-married, Craft-repair, White, Male, United-States, <=50K
59, Private,4, Never-married, Other-service, White, Male, United-States, <=50K
74, Private,2, Widowed, Priv-house-serv, Black, Female, United-States, <=50K
54, Private,10, Married-civ-spouse, Protective-serv, White, Male, United-States, >50K
31, Private,12, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
31, Private,10, Separated, Sales, White, Female, United-States, <=50K
20, Private,10, Never-married, Sales, Asian-Pac-Islander, Female, United-States, <=50K
54, Local-gov,14, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
42, Private,11, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
57, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
49, Private,9, Widowed, Craft-repair, Asian-Pac-Islander, Female, South, <=50K
40, Private,16, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, India, >50K
19, ?,9, Never-married, ?, White, Male, United-States, <=50K
38, Private,9, Never-married, Adm-clerical, White, Male, United-States, <=50K
39, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
43, Private,12, Married-civ-spouse, Sales, White, Male, United-States, >50K
32, ?,10, Divorced, ?, White, Male, United-States, <=50K
57, Private,13, Married-civ-spouse, Sales, White, Female, United-States, <=50K
38, Private,15, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
25, Private,13, Never-married, Other-service, White, Female, United-States, <=50K
40, Private,13, Never-married, Prof-specialty, White, Female, United-States, <=50K
34, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
35, Self-emp-not-inc,9, Divorced, Farming-fishing, White, Male, United-States, <=50K
53, Private,10, Divorced, Adm-clerical, White, Female, United-States, <=50K
21, Private,10, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
43, Private,13, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
43, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
22, Private,11, Never-married, Prof-specialty, Black, Female, United-States, <=50K
64, Self-emp-not-inc,9, Married-civ-spouse, Sales, White, Male, United-States, <=50K
19, ?,8, Never-married, ?, White, Male, United-States, <=50K
40, Private,14, Never-married, Prof-specialty, White, Female, United-States, <=50K
34, Private,9, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
46, Private,9, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
35, Private,9, Never-married, Machine-op-inspct, White, Male, Mexico, <=50K
32, Private,10, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
26, Private,10, Never-married, Craft-repair, White, Male, United-States, <=50K
25, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
55, Private,13, Married-civ-spouse, Tech-support, White, Male, United-States, >50K
22, Private,10, Never-married, Sales, White, Female, United-States, <=50K
29, State-gov,10, Divorced, Adm-clerical, White, Male, United-States, <=50K
38, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
55, Private,10, Widowed, Other-service, White, Female, United-States, <=50K
26, Private,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
34, Self-emp-inc,13, Never-married, Prof-specialty, Other, Male, United-States, <=50K
25, State-gov,9, Never-married, Adm-clerical, White, Female, United-States, <=50K
39, Private,9, Divorced, Prof-specialty, White, Female, United-States, <=50K
18, ?,7, Never-married, ?, White, Male, United-States, <=50K
58, State-gov,5, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
34, Local-gov,11, Never-married, Craft-repair, White, Female, United-States, <=50K
29, Self-emp-not-inc,10, Never-married, Exec-managerial, Asian-Pac-Islander, Male, South, <=50K
49, State-gov,16, Divorced, Prof-specialty, White, Male, United-States, >50K
38, Private,13, Never-married, Adm-clerical, White, Female, United-States, <=50K
21, Private,10, Never-married, Other-service, White, Male, United-States, <=50K
28, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
42, Private,10, Married-civ-spouse, Exec-managerial, White, Female, El-Salvador, >50K
29, Self-emp-not-inc,12, Never-married, Other-service, White, Male, United-States, <=50K
48, Private,9, Divorced, Adm-clerical, White, Female, United-States, <=50K
40, Private,13, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
36, Private,10, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
34, Private,13, Married-civ-spouse, Sales, White, Male, United-States, >50K
57, Self-emp-not-inc,2, Married-civ-spouse, Sales, White, Male, Mexico, <=50K
24, Private,5, Never-married, Other-service, White, Male, El-Salvador, <=50K
32, Private,5, Separated, Other-service, White, Female, Mexico, <=50K
18, Self-emp-not-inc,9, Never-married, Sales, White, Male, ?, <=50K
39, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
39, Private,7, Divorced, Transport-moving, White, Male, United-States, <=50K
18, Private,7, Never-married, Other-service, White, Female, United-States, <=50K
20, Private,10, Never-married, Craft-repair, White, Male, United-States, <=50K
27, ?,5, Never-married, ?, White, Female, United-States, <=50K
54, Private,6, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
40, Self-emp-not-inc,9, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
27, Private,10, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
27, Private,9, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
43, Federal-gov,13, Never-married, Tech-support, White, Male, United-States, <=50K
22, Private,13, Never-married, Exec-managerial, White, Female, United-States, <=50K
17, Private,7, Never-married, Sales, White, Female, Poland, <=50K
37, Self-emp-inc,12, Married-civ-spouse, Sales, White, Male, United-States, >50K
49, Private,6, Separated, Exec-managerial, Black, Male, United-States, <=50K
33, Private,11, Never-married, Other-service, Black, Male, United-States, <=50K
21, State-gov,10, Never-married, Exec-managerial, White, Male, United-States, <=50K
45, Private,9, Divorced, Craft-repair, White, Male, United-States, <=50K
33, Private,9, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
25, Private,13, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
71, Private,9, Married-civ-spouse, Sales, White, Male, United-States, <=50K
23, Local-gov,13, Never-married, Prof-specialty, White, Female, United-States, <=50K
41, Private,15, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
21, ?,6, Never-married, ?, White, Female, United-States, <=50K
47, Private,9, Married-spouse-absent, Sales, White, Female, Cuba, <=50K
30, Private,13, Never-married, Sales, White, Male, United-States, <=50K
40, Private,10, Married-civ-spouse, Adm-clerical, White, Female, Dominican-Republic, <=50K
44, Private,10, Divorced, Sales, White, Female, United-States, <=50K
50, Private,14, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
31, State-gov,9, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
68, Private,9, Married-civ-spouse, Protective-serv, White, Male, United-States, <=50K
45, Private,8, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
38, Private,13, Never-married, Prof-specialty, White, Male, United-States, <=50K
78, Self-emp-inc,7, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
31, Self-emp-inc,11, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
39, Private,9, Divorced, Adm-clerical, White, Male, United-States, <=50K
36, Self-emp-not-inc,4, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
46, Local-gov,14, Divorced, Prof-specialty, White, Female, Canada, <=50K
30, Private,10, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male, United-States, >50K
34, Private,10, Never-married, Sales, White, Male, United-States, <=50K
30, Federal-gov,9, Separated, Adm-clerical, Black, Male, United-States, <=50K
47, Private,13, Married-civ-spouse, Sales, Black, Male, United-States, >50K
40, Private,10, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
62, ?,9, Married-civ-spouse, ?, White, Male, United-States, <=50K
44, Self-emp-not-inc,9, Married-civ-spouse, Sales, Black, Male, Jamaica, <=50K
40, Private,9, Divorced, Craft-repair, White, Female, Vietnam, <=50K
20, Private,10, Never-married, Transport-moving, White, Male, United-States, <=50K
45, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
55, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
51, Private,9, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
38, Private,10, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
49, Local-gov,14, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
49, State-gov,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
30, Local-gov,9, Separated, Other-service, White, Female, United-States, <=50K
20, Private,10, Never-married, Exec-managerial, White, Male, United-States, <=50K
34, Private,5, Separated, Farming-fishing, Black, Male, United-States, <=50K
42, Local-gov,9, Widowed, Transport-moving, White, Female, United-States, <=50K
46, Private,14, Married-civ-spouse, Sales, White, Male, United-States, >50K
43, Private,13, Never-married, Prof-specialty, White, Female, United-States, >50K
62, Private,9, Never-married, Adm-clerical, White, Female, United-States, <=50K
21, Private,10, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
58, Local-gov,2, Widowed, Handlers-cleaners, Black, Male, United-States, <=50K
30, Private,13, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
37, Private,9, Separated, Craft-repair, White, Male, Philippines, <=50K
22, State-gov,13, Never-married, Tech-support, White, Female, United-States, <=50K
64, State-gov,5, Never-married, Adm-clerical, White, Female, United-States, <=50K
42, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
43, State-gov,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
34, Private,10, Divorced, Adm-clerical, White, Female, United-States, <=50K
25, Private,9, Never-married, Other-service, White, Female, United-States, <=50K
21, Private,10, Never-married, Adm-clerical, White, Male, United-States, <=50K
45, Federal-gov,9, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
55, Self-emp-not-inc,12, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
24, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
70, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
27, Local-gov,13, Never-married, Prof-specialty, White, Male, United-States, <=50K
34, Private,10, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
57, Private,13, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
37, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
52, Private,2, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
32, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
42, Private,11, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
24, Private,13, Never-married, Machine-op-inspct, Black, Female, United-States, <=50K
50, Private,9, Married-civ-spouse, Handlers-cleaners, Black, Male, United-States, <=50K
36, Private,12, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
42, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
40, Private,9, Never-married, Adm-clerical, White, Female, United-States, <=50K
39, Federal-gov,13, Never-married, Adm-clerical, White, Male, United-States, <=50K
51, Private,13, Married-civ-spouse, Exec-managerial, White, Male, ?, >50K
38, State-gov,13, Married-civ-spouse, Protective-serv, Black, Male, United-States, <=50K
18, Private,9, Never-married, Other-service, White, Male, United-States, <=50K
63, Self-emp-not-inc,3, Never-married, Sales, White, Female, United-States, <=50K
50, Private,14, Married-civ-spouse, Sales, White, Male, United-States, >50K
82, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male, Cuba, <=50K
33, Private,9, Divorced, Handlers-cleaners, White, Male, United-States, <=50K
37, Private,10, Married-civ-spouse, Transport-moving, Asian-Pac-Islander, Male, United-States, <=50K
24, Private,9, Married-spouse-absent, Transport-moving, White, Male, Peru, <=50K
31, Private,13, Never-married, Exec-managerial, White, Female, United-States, <=50K
59, Private,9, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
18, Private,8, Never-married, Farming-fishing, White, Male, United-States, <=50K
47, Self-emp-not-inc,10, Married-civ-spouse, Sales, White, Male, United-States, <=50K
48, Private,7, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
27, Private,13, Never-married, Prof-specialty, Other, Female, United-States, <=50K
34, Private,7, Never-married, Other-service, Asian-Pac-Islander, Male, Philippines, <=50K
50, Private,11, Married-civ-spouse, Protective-serv, White, Male, United-States, <=50K
57, Self-emp-not-inc,10, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
60, Private,9, Married-civ-spouse, Protective-serv, White, Male, United-States, <=50K
39, Private,9, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
56, ?,10, Divorced, ?, White, Female, United-States, >50K
18, Private,9, Never-married, Sales, White, Female, United-States, <=50K
26, Private,12, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
37, Private,10, Married-civ-spouse, Sales, White, Female, United-States, >50K
20, Private,9, Never-married, Sales, White, Female, United-States, <=50K
29, Local-gov,14, Never-married, Prof-specialty, White, Male, United-States, <=50K
30, Private,9, Divorced, Transport-moving, White, Male, United-States, <=50K
21, Private,10, Never-married, Other-service, White, Male, United-States, <=50K
24, Local-gov,10, Never-married, Protective-serv, White, Female, United-States, <=50K
51, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
31, Private,9, Divorced, Adm-clerical, White, Female, United-States, <=50K
45, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
36, Local-gov,10, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
29, Private,13, Never-married, Prof-specialty, White, Female, United-States, <=50K
20, Private,9, Never-married, Sales, White, Female, United-States, <=50K
46, Private,10, Widowed, Adm-clerical, White, Female, United-States, <=50K
44, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
39, Private,9, Divorced, Exec-managerial, White, Female, United-States, <=50K
39, Private,13, Divorced, Exec-managerial, White, Male, United-States, <=50K
45, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
28, Private,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
44, Private,10, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
48, Local-gov,9, Married-civ-spouse, Exec-managerial, Black, Male, United-States, >50K
27, Private,9, Never-married, Adm-clerical, White, Female, United-States, <=50K
34, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
35, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
28, Federal-gov,9, Never-married, Craft-repair, White, Male, United-States, <=50K
25, Private,15, Never-married, Prof-specialty, White, Female, United-States, <=50K
21, Private,10, Never-married, Sales, Black, Female, United-States, <=50K
18, Private,7, Never-married, Other-service, White, Male, United-States, <=50K
63, Self-emp-not-inc,4, Widowed, Farming-fishing, White, Female, United-States, <=50K
18, Private,7, Never-married, Sales, Black, Female, United-States, <=50K
32, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
25, ?,7, Never-married, ?, White, Female, United-States, <=50K
19, Private,7, Never-married, Transport-moving, White, Male, United-States, <=50K
23, Private,10, Never-married, Transport-moving, White, Male, United-States, <=50K
38, Private,14, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, ?, <=50K
36, Private,14, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
43, Private,9, Divorced, Other-service, Black, Female, United-States, <=50K
45, Private,13, Married-civ-spouse, Exec-managerial, White, Male, England, >50K
30, Private,9, Married-civ-spouse, Craft-repair, Other, Male, Mexico, <=50K
46, Private,9, Married-civ-spouse, Craft-repair, Black, Male, United-States, <=50K
24, Federal-gov,10, Divorced, Adm-clerical, Black, Female, United-States, <=50K
42, Private,10, Never-married, Exec-managerial, White, Female, United-States, >50K
23, Private,10, Never-married, Sales, White, Female, United-States, <=50K
27, Private,9, Never-married, Adm-clerical, White, Male, United-States, <=50K
48, Private,10, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
31, Self-emp-inc,9, Never-married, Craft-repair, White, Male, United-States, <=50K
31, Private,2, Never-married, Other-service, White, Female, El-Salvador, <=50K
18, Private,8, Never-married, Sales, White, Female, United-States, <=50K
36, Private,9, Never-married, Sales, White, Female, United-States, <=50K
58, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
51, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
22, Private,9, Never-married, Adm-clerical, White, Female, United-States, <=50K
72, Private,6, Married-civ-spouse, Sales, White, Male, United-States, <=50K
61, Private,6, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
42, Private,10, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
37, Federal-gov,9, Divorced, Prof-specialty, Asian-Pac-Islander, Female, ?, <=50K
30, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
40, Private,12, Divorced, Exec-managerial, White, Female, United-States, <=50K
20, Private,9, Never-married, Adm-clerical, White, Male, United-States, <=50K
65, Private,13, Married-civ-spouse, Sales, White, Male, United-States, <=50K
36, Private,10, Divorced, Sales, White, Female, United-States, <=50K
37, Private,9, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
33, Self-emp-not-inc,10, Married-civ-spouse, Sales, White, Male, United-States, <=50K
64, Local-gov,9, Widowed, Other-service, White, Female, United-States, <=50K
61, Self-emp-not-inc,13, Married-civ-spouse, Farming-fishing, White, Male, United-States, >50K
38, Private,13, Never-married, Sales, White, Female, United-States, <=50K
27, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
24, Private,13, Never-married, Prof-specialty, Asian-Pac-Islander, Female, Philippines, <=50K
39, Private,13, Never-married, Prof-specialty, White, Male, United-States, >50K
44, Private,13, Married-civ-spouse, Sales, White, Male, United-States, >50K
47, Private,10, Divorced, Adm-clerical, White, Female, United-States, <=50K
73, ?,15, Married-civ-spouse, ?, White, Male, United-States, <=50K
66, Private,13, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male, Philippines, <=50K
53, Private,10, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
43, State-gov,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
57, State-gov,16, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
44, Private,12, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
59, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
52, Self-emp-not-inc,9, Widowed, Other-service, Black, Female, United-States, <=50K
46, Private,10, Never-married, Craft-repair, White, Male, United-States, <=50K
20, Private,10, Never-married, Other-service, White, Female, United-States, <=50K
37, Federal-gov,9, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
41, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
39, Federal-gov,9, Married-civ-spouse, Adm-clerical, Black, Male, United-States, <=50K
30, Private,9, Married-civ-spouse, Sales, White, Male, United-States, <=50K
59, Private,10, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
22, Private,13, Never-married, Adm-clerical, White, Female, United-States, <=50K
40, Private,9, Divorced, Adm-clerical, White, Female, United-States, <=50K
39, Self-emp-not-inc,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
24, Private,6, Divorced, Handlers-cleaners, White, Female, United-States, <=50K
63, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
51, Private,12, Divorced, Prof-specialty, White, Female, United-States, <=50K
34, Self-emp-inc,13, Never-married, Exec-managerial, White, Male, United-States, <=50K
38, Private,11, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
17, Private,7, Never-married, Sales, White, Female, United-States, <=50K
20, Private,10, Never-married, Adm-clerical, White, Female, United-States, <=50K
42, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
41, Private,13, Married-civ-spouse, Sales, White, Female, United-States, >50K
56, Local-gov,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
17, Private,6, Never-married, Sales, White, Male, United-States, <=50K
31, Private,13, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
23, Private,10, Married-civ-spouse, Sales, White, Female, United-States, <=50K
33, ?,10, Never-married, ?, White, Male, United-States, <=50K
36, Local-gov,13, Separated, Prof-specialty, White, Male, United-States, <=50K
37, Private,3, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male, ?, <=50K
52, Private,9, Separated, Craft-repair, Black, Female, United-States, <=50K
28, Private,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
59, Private,9, Married-civ-spouse, Craft-repair, White, Male, ?, <=50K
30, Private,6, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male, Vietnam, <=50K
32, Private,11, Never-married, Craft-repair, White, Male, United-States, <=50K
30, Private,4, Never-married, Craft-repair, White, Male, United-States, <=50K
53, Private,9, Married-civ-spouse, Craft-repair, Black, Male, United-States, <=50K
54, Self-emp-not-inc,6, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
26, Private,13, Never-married, Exec-managerial, Black, Male, ?, <=50K
34, Private,13, Married-spouse-absent, Machine-op-inspct, Asian-Pac-Islander, Male, ?, <=50K
31, Private,11, Divorced, Sales, Amer-Indian-Eskimo, Female, United-States, <=50K
34, Private,9, Never-married, Adm-clerical, White, Male, United-States, <=50K
58, Private,9, Divorced, Tech-support, White, Male, United-States, >50K
30, State-gov,9, Married-civ-spouse, Protective-serv, White, Male, United-States, <=50K
53, Private,9, Married-civ-spouse, Craft-repair, White, Male, Puerto-Rico, <=50K
27, Private,10, Divorced, Adm-clerical, White, Female, United-States, <=50K
23, Private,3, Married-civ-spouse, Handlers-cleaners, White, Male, Mexico, <=50K
24, Private,11, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
